code,name
BSE/BOM531266,V.S.T.TILLERS TRACTORS LTD.-$ EOD Prices
BSE/BOM531268,B2B SOFTWARE TECHNOLOGIES LTD. EOD Prices
BSE/BOM531269,Klg Systel Ltd. EOD Prices
BSE/BOM531270,DAZZEL CONFINDIVE LTD. EOD Prices
BSE/BOM531272,NIKKI GLOBAL FINANCE LTD. EOD Prices
BSE/BOM531273,Radhe Developers (india) Ltd. EOD Prices
BSE/BOM531274,KINETIC TRUST LTD. EOD Prices
BSE/BOM531276,Bombay Swadeshi Stores Ltd. EOD Prices
BSE/BOM531278,Elixir Capital Ltd EOD Prices
BSE/BOM531279,TRISHAKTI ELECTRONICS & INDUSTRIES LTD. EOD Prices
BSE/BOM531280,PANKAJ POLYMERS LTD. EOD Prices
BSE/BOM531281,PG INDUSTRY LTD. EOD Prices
BSE/BOM531283,CINDRELLA FINANCIAL SERVICES LTD. EOD Prices
BSE/BOM531287,NATIONAL PLASTIC TECHNOLOGIES LTD. EOD Prices
BSE/BOM531288,LEAD FINANCIAL SERVICES LTD. EOD Prices
BSE/BOM531289,National Fittings Limited EOD Prices
BSE/BOM531295,SUNLAKE RESORTS & HOTELS LTD. EOD Prices
BSE/BOM531297,ARTEFACT PROJECTS LTD. EOD Prices
BSE/BOM531300,AMIT INTERNATIONAL LTD. EOD Prices
BSE/BOM531301,HIGH STREET FILATEX LTD. EOD Prices
BSE/BOM531304,NUTECH GLOBAL LTD. EOD Prices
BSE/BOM531306,DHP INDIA LTD. EOD Prices
BSE/BOM531307,RRIL Ltd EOD Prices
BSE/BOM531310,AVAILABLE FINANCE LTD. EOD Prices
BSE/BOM531314,INTEGRA CAPITAL MANAGEMENT LTD. EOD Prices
BSE/BOM531319,MARUTI SECURITIES LTD. EOD Prices
BSE/BOM531320,Exotic Coal Ltd. EOD Prices
BSE/BOM531322,Sri Havisha Hospitality And Infrastructure Ltd EOD Prices
BSE/BOM531323,Jayatma Industries Ltd EOD Prices
BSE/BOM531324,ROSELABS FINANCE LTD. EOD Prices
BSE/BOM531327,CHARMS INDUSTRIES LTD. EOD Prices
BSE/BOM531328,Kretto Syscon Ltd EOD Prices
BSE/BOM531334,Vikalp Securities Ltd. EOD Prices
BSE/BOM531335,ZYDUS WELLNESS LTD.-$ EOD Prices
BSE/BOM531336,AUROMA COKE LTD. EOD Prices
BSE/BOM531337,Jump Networks Ltd EOD Prices
BSE/BOM531338,MILESTONE GLOBAL LTD. EOD Prices
BSE/BOM531339,JAIHIND PROJECTS LTD. EOD Prices
BSE/BOM531340,BERVIN INVESTMENT & LEASING LTD. EOD Prices
BSE/BOM531341,GUJARAT INVESTA LTD. EOD Prices
BSE/BOM531343,INDIA INFRASPACE LTD. EOD Prices
BSE/BOM531344,CONTAINER CORPORATION OF INDIA LTD. EOD Prices
BSE/BOM531346,EASTERN TREADS LTD. EOD Prices
BSE/BOM531349,PANACEA BIOTEC LTD. EOD Prices
BSE/BOM531352,PEETI SECURITIES LTD. EOD Prices
BSE/BOM531357,MERCURY METALS LTD. EOD Prices
BSE/BOM531358,CHOICE INTERNATIONAL LTD. EOD Prices
BSE/BOM531359,SHRIRAM ASSET MANAGEMENT CO.LTD. EOD Prices
BSE/BOM531360,Golechha Global Finance Ltd. EOD Prices
BSE/BOM531363,KARUR K.C.P.PACKKAGINGS LTD. EOD Prices
BSE/BOM531364,Paramone Concepts Ltd EOD Prices
BSE/BOM531366,Kohinoor Broadcasting Corporation Ltd. EOD Prices
BSE/BOM531367,DOLLEX INDUSTRIES LTD. EOD Prices
BSE/BOM531370,SPARC SYSTEMS LTD. EOD Prices
BSE/BOM531373,THE BYKE HOSPITALITY LTD. EOD Prices
BSE/BOM531380,CENTENIAL SURGICAL SUTURE LTD. EOD Prices
BSE/BOM531381,ARIHANT FOUNDATIONS & HOUSING LTD.-$ EOD Prices
BSE/BOM531382,JAYAVANT PRODUCTS LTD. EOD Prices
BSE/BOM531387,HASTI FINANCE LTD. EOD Prices
BSE/BOM531390,UPSURGE INVESTMENT & FINANCE LTD. EOD Prices
BSE/BOM531392,ASIAN FLORA LTD. EOD Prices
BSE/BOM531395,PADAM COTTON YARNS LTD. EOD Prices
BSE/BOM531396,WOMEN NETWORKS LTD. EOD Prices
BSE/BOM531397,POLYCON INTERNATIONAL LTD. EOD Prices
BSE/BOM531398,SOURCE NATURAL FOODS & HERBAL SUPPL LTD. EOD Prices
BSE/BOM531400,ALMONDZ GLOBAL SECURITIES LTD. EOD Prices
BSE/BOM531402,LWS KNITWEAR LTD. EOD Prices
BSE/BOM531404,ZICOM ELECTRONIC SECURITY SYSTEMS LTD.-$ EOD Prices
BSE/BOM531406,ANS Industries Ltd EOD Prices
BSE/BOM531409,ALCHEMIST CORPORATION LTD. EOD Prices
BSE/BOM531410,GUJARAT FOILS LTD. EOD Prices
BSE/BOM531411,TUNI TEXTILE MILLS LTD. EOD Prices
BSE/BOM531412,Radix Industries (India) Limited EOD Prices
BSE/BOM531413,KIRAN PRINT-PACK LTD. EOD Prices
BSE/BOM531416,NARENDRA PROPERTIES LTD. EOD Prices
BSE/BOM531417,MEGA CORPORATION LTD. EOD Prices
BSE/BOM531419,Goplee Infotech Ltd. EOD Prices
BSE/BOM531420,BMB MUSIC & MAGNETICS LTD. EOD Prices
BSE/BOM531426,TAMIL NADU NEWSPRINT & PAPERS LTD. EOD Prices
BSE/BOM531429,Advent Computer Services Ltd. EOD Prices
BSE/BOM531431,SHAKTI PUMPS (INDIA) LTD.-$ EOD Prices
BSE/BOM531432,SYSTEMATIX SECURITIES LTD. EOD Prices
BSE/BOM531433,SUNGOLD CAPITAL LTD. EOD Prices
BSE/BOM531436,Saffron Industries Limited EOD Prices
BSE/BOM531437,Prakash Woollen & Synthetic Mills Ltd EOD Prices
BSE/BOM531439,GOLDSTONE TECHNOLOGIES LTD. EOD Prices
BSE/BOM531444,Vardhman Concrete Limited EOD Prices
BSE/BOM531447,Rockon Enterprises Ltd EOD Prices
BSE/BOM531448,Safal Securities Ltd EOD Prices
BSE/BOM531449,GRM OVERSEAS LTD. EOD Prices
BSE/BOM531452,NCC FINANCE LTD. EOD Prices
BSE/BOM531453,MOHIT INDUSTRIES LTD.-$ EOD Prices
BSE/BOM531454,POLYLINK POLYMERS (INDIA) LTD. EOD Prices
BSE/BOM531456,MINAXI TEXTILES LTD. EOD Prices
BSE/BOM531458,Boston Bio Systems Ltd. EOD Prices
BSE/BOM531460,CONTINENTAL CONTROLS LTD. EOD Prices
BSE/BOM531463,Global Infratech & Finance limited EOD Prices
BSE/BOM531465,NOUVEAU GLOBAL VENTURES LTD. EOD Prices
BSE/BOM531467,ARNAV CORPORATION LTD. EOD Prices
BSE/BOM531470,Emporis Projects Limited EOD Prices
BSE/BOM531471,DUKE OFFSHORE LTD. EOD Prices
BSE/BOM531472,CYBELE INDUSTRIES LTD. EOD Prices
BSE/BOM531479,GLOBAL LAND MASTERS CORPORATION LTD. EOD Prices
BSE/BOM531481,Beta-kappa Investments Ltd. EOD Prices
BSE/BOM531486,FILMCITY MEDIA LTD. EOD Prices
BSE/BOM531489,CG-VAK SOFTWARE & EXPORTS LTD. EOD Prices
BSE/BOM531494,NAVKAR BUILDERS LTD. EOD Prices
BSE/BOM531495,BLUE COAST HOTELS LTD. EOD Prices
BSE/BOM531496,OMKAR OVERSEAS LTD. EOD Prices
BSE/BOM531497,MADHUCON PROJECTS LTD.-$ EOD Prices
BSE/BOM531499,SYBLY INDUSTRIES LTD.-$ EOD Prices
BSE/BOM531500,RAJESH EXPORTS LTD. EOD Prices
BSE/BOM531502,ESAAR (INDIA) LTD. EOD Prices
BSE/BOM531503,MARIS SPINNERS LTD.-$ EOD Prices
BSE/BOM531505,INDERGIRI FINANCE LTD. EOD Prices
BSE/BOM531506,SHUKRA BULLIONS LTD. EOD Prices
BSE/BOM531508,EVEREADY INDUSTRIES INDIA LTD. EOD Prices
BSE/BOM531509,STEP TWO CORPORATION LTD. EOD Prices
BSE/BOM531512,ORIENT TRADELINK LTD. EOD Prices
BSE/BOM531515,MAHAN INDUSTRIES LTD. EOD Prices
BSE/BOM531517,Alang Industrial Gases Ltd. EOD Prices
BSE/BOM531518,Vikas Proppant & Granite Ltd EOD Prices
BSE/BOM531519,ANKUSH FINSTOCK LTD. EOD Prices
BSE/BOM531521,DESH RAKSHAK AUSHDHALAYA LTD. EOD Prices
BSE/BOM531522,RASOYA PROTEINS LTD. EOD Prices
BSE/BOM531524,ICSA (INDIA) LTD.-$ EOD Prices
BSE/BOM531525,ACE SOFTWARE EXPORTS LTD.-$ EOD Prices
BSE/BOM531531,HATSUN AGRO PRODUCT LTD. EOD Prices
BSE/BOM531533,E.COM INFOTECH (I) LTD. EOD Prices
BSE/BOM531537,Jyothi Infraventures Ltd. EOD Prices
BSE/BOM531539,RISHABH DIGHA STEEL & ALLIED PRODUCTS LTD.-$ EOD Prices
BSE/BOM531540,MARUTI INFRASTRUCTURE LTD. EOD Prices
BSE/BOM531541,Kobo Biotech Ltd-$ EOD Prices
BSE/BOM531543,JINDAL WORLDWIDE LTD. EOD Prices
BSE/BOM531544,VERTEX SPINNING LTD. EOD Prices
BSE/BOM531547,TIRUPATI INDUSTRIES (INDIA) LTD. EOD Prices
BSE/BOM531548,SOMANY CERAMICS LTD. EOD Prices
BSE/BOM531550,JHAVERI CREDITS & CAPITAL LTD. EOD Prices
BSE/BOM531551,INTERCORP INDUSTRIES LTD. EOD Prices
BSE/BOM531552,RAGHUNATH TOBACCO CO.LTD. EOD Prices
BSE/BOM531553,Disha Resources Ltd EOD Prices
BSE/BOM531556,CORAL INDIA FINANCE & HOUSING LTD. EOD Prices
BSE/BOM531557,AMIT SECURITIES LTD. EOD Prices
BSE/BOM531560,AROMA ENTERPRISES (INDIA) LTD. EOD Prices
BSE/BOM531562,PUSHPSONS INDUSTRIES LTD. EOD Prices
BSE/BOM531565,Indo Pacific Projects Ltd EOD Prices
BSE/BOM531568,ASHUTOSH PAPER MILLS LTD. EOD Prices
BSE/BOM531569,SANJIVANI PARANTERAL LTD. EOD Prices
BSE/BOM531570,Blazon Marbles Limited EOD Prices
BSE/BOM531574,VAS INFRASTRUCTURE LTD. EOD Prices
BSE/BOM531578,KMF BUILDERS & DEVELOPERS LTD. EOD Prices
BSE/BOM531581,ALKA DIAMOND INDUSTRIES LTD. EOD Prices
BSE/BOM531582,BERYL SECURITIES LTD. EOD Prices
BSE/BOM531583,RAP MEDIA LTD. EOD Prices
BSE/BOM531585,DEVINE IMPEX LTD. EOD Prices
BSE/BOM531590,BILPOWER LTD. EOD Prices
BSE/BOM531591,BAMPSL SECURITIES LTD. EOD Prices
BSE/BOM531592,Generic Pharmasec Ltd EOD Prices
BSE/BOM531594,INCON ENGINEERS LTD. EOD Prices
BSE/BOM531595,Capri Global Capital Limited EOD Prices
BSE/BOM531597,Midland Polymers Ltd. EOD Prices
BSE/BOM531598,NIMBUS FOODS INDUSTRIES LTD. EOD Prices
BSE/BOM531599,FDC LTD. EOD Prices
BSE/BOM531600,Gogia Capital Services Limited EOD Prices
BSE/BOM531602,KOFFEE BREAK PICTURES LTD. EOD Prices
BSE/BOM531608,GORANI INDUSTRIES LTD. EOD Prices
BSE/BOM531609,KG PETROCHEM LTD. EOD Prices
BSE/BOM531611,AADHAAR VENTURES INDIA LTD. EOD Prices
BSE/BOM531612,KGN INDUSTRIES LTD. EOD Prices
BSE/BOM531613,Meyer Apparel Ltd EOD Prices
BSE/BOM531615,Era Buildsys Limited EOD Prices
BSE/BOM531616,Starcom Information Technology Ltd EOD Prices
BSE/BOM531621,CENTERAC TECHNOLOGIES LTD. EOD Prices
BSE/BOM531624,COUNTRY CONDO'S LTD. EOD Prices
BSE/BOM531626,OROSIL SMITHS INDIA LTD.-$ EOD Prices
BSE/BOM531627,Raghava Estates And Properties Ltd EOD Prices
BSE/BOM531628,Tejassvi Aaharam Ltd EOD Prices
BSE/BOM531633,LINCOLN PHARMACEUTICALS LTD. EOD Prices
BSE/BOM531635,SILVER OAK (INDIA) LTD. EOD Prices
BSE/BOM531637,Praveg Communications (India) Ltd EOD Prices
BSE/BOM531638,SURAJ LTD.-$ EOD Prices
BSE/BOM531640,Suvidha Infraestate Corporation Limited EOD Prices
BSE/BOM531642,MARICO LTD. EOD Prices
BSE/BOM531644,TOKYO FINANCE LTD. EOD Prices
BSE/BOM531645,Southern Ispat And Energy Ltd-$ EOD Prices
BSE/BOM531646,Rfl International Ltd. EOD Prices
BSE/BOM531648,Mahavir Industries Limited EOD Prices
BSE/BOM531650,VAX HOUSING FINANCE CORPORATION LTD. EOD Prices
BSE/BOM531651,NATIONAL GENERAL INDUSTRIES LTD. EOD Prices
BSE/BOM531652,THIRDWAVE FINANCIAL INTERMEDIARIES LTD. EOD Prices
BSE/BOM531658,TRIJAL INDUSTRIES LTD. EOD Prices
BSE/BOM531659,TSL INDUSTRIES LTD. EOD Prices
BSE/BOM531661,HITTCO TOOLS LTD. EOD Prices
BSE/BOM531663,YUVRAAJ HYGIENE PRODUCTS LTD. EOD Prices
BSE/BOM531664,MAHAVIR IMPEX LTD. EOD Prices
BSE/BOM531667,RR MetalMakers India Ltd EOD Prices
BSE/BOM531668,Vision Corporation Ltd. EOD Prices
BSE/BOM531671,Bisil Plast Limited EOD Prices
BSE/BOM531672,INANI SECURITIES LTD. EOD Prices
BSE/BOM531673,ANKA INDIA LTD. EOD Prices
BSE/BOM531674,INDO-ASIAN PROJECTS LTD. EOD Prices
BSE/BOM531675,TRICOM INDIA LTD.-$ EOD Prices
BSE/BOM531676,VAGHANI TECHNO-BUILD LTD. EOD Prices
BSE/BOM531677,ARIS INTERNATIONAL LTD. EOD Prices
BSE/BOM531678,Anand Credit Ltd. EOD Prices
BSE/BOM531680,MAYUR LEATHER PRODUCTS LTD. EOD Prices
BSE/BOM531681,AMRADEEP INDUSTRIES LTD. EOD Prices
BSE/BOM531682,CAT TECHNOLOGIES LTD. EOD Prices
BSE/BOM531686,ADVIK LABORATORIES LTD. EOD Prices
BSE/BOM531687,KARUTURI GLOBAL LTD. EOD Prices
BSE/BOM531688,Prithvi Exchange (India) Ltd EOD Prices
BSE/BOM531689,Mahavir Advanced Remedies Ltd. EOD Prices
BSE/BOM531692,Khyati Multimedia-entertainment Ltd. EOD Prices
BSE/BOM531693,Yantra Natural Resources Ltd. EOD Prices
BSE/BOM531694,RAINBOW FOUNDATIONS LTD. EOD Prices
BSE/BOM531695,Veronica Production Ltd EOD Prices
BSE/BOM531699,SUPER DOMESTIC MACHINES LTD. EOD Prices
BSE/BOM531703,TRIBHUVAN HOUSING LTD. EOD Prices
BSE/BOM531712,TRILOGIC DIGITAL MEDIA LTD. EOD Prices
BSE/BOM531713,BLUECHIP STOCKSPIN LTD. EOD Prices
BSE/BOM531716,Tricom Fruit Products Limited EOD Prices
BSE/BOM531717,Vidhi Specialty Food Ingredients Ltd-$ EOD Prices
BSE/BOM531719,BHAGIRADHA CHEMICALS & INDUSTRIES LTD. EOD Prices
BSE/BOM531720,Alpha Graphic India Ltd. EOD Prices
BSE/BOM531723,Stampede Capital Limited EOD Prices
BSE/BOM531724,HRB FLORICULTURE LTD. EOD Prices
BSE/BOM531726,PANCHSHEEL ORGANICS LTD. EOD Prices
BSE/BOM531727,MENON PISTONS LTD. EOD Prices
BSE/BOM531731,AARYA GLOBAL SHARES AND SECURITIES LTD. EOD Prices
BSE/BOM531735,PRISM FINANCE LTD. EOD Prices
BSE/BOM531737,Greencrest Financial Services Limited EOD Prices
BSE/BOM531738,SILICON VALLEY INFOTECH LTD. EOD Prices
BSE/BOM531739,GENNEX LABORATORIES LTD. EOD Prices
BSE/BOM531743,HIRA AUTOMOBILES LTD. EOD Prices
BSE/BOM531744,GINI SILK MILLS LTD.-$ EOD Prices
BSE/BOM531746,PRAJAY ENGINEERS SYNDICATE LTD. EOD Prices
BSE/BOM531750,Encore Software Ltd.-$ EOD Prices
BSE/BOM531752,Biogen Pharmachem Industries Ltd EOD Prices
BSE/BOM531754,FINTECH COMMUNICATIONS LTD. EOD Prices
BSE/BOM531758,G.K.CONSULTANTS LTD. EOD Prices
BSE/BOM531760,Fusion Fittings (i) Ltd. EOD Prices
BSE/BOM531761,Apollo Pipes Ltd EOD Prices
BSE/BOM531762,UNJHA FORMULATIONS LTD. EOD Prices
BSE/BOM531768,POLY MEDICURE LTD. EOD Prices
BSE/BOM531769,Pfl Infotech Ltd. EOD Prices
BSE/BOM531771,TOWA SOKKI LTD. EOD Prices
BSE/BOM531775,Cistro Telelink Ltd. EOD Prices
BSE/BOM531777,Intellvisions Software Ltd.-$ EOD Prices
BSE/BOM531778,KACHCHH MINERALS LTD. EOD Prices
BSE/BOM531780,Kaiser Corporation Limited EOD Prices
BSE/BOM531781,SAPAN CHEMICALS LTD. EOD Prices
BSE/BOM531783,AZURE EXIM SERVICES LTD. EOD Prices
BSE/BOM531784,KCL Infra Projects Ltd EOD Prices
BSE/BOM531791,NOVAGOLD PETRO-RESOURCES LTD. EOD Prices
BSE/BOM531794,SESHACHAL TECHNOLOGIES LTD. EOD Prices
BSE/BOM531795,ATUL AUTO LTD.-$ EOD Prices
BSE/BOM531797,SCAN PROJECTS LTD. EOD Prices
BSE/BOM531802,PRERNA INFRABUILD LTD. EOD Prices
BSE/BOM531807,Ing Vysya Bank Ltd. EOD Prices
BSE/BOM531810,METAL COATINGS (INDIA) LTD. EOD Prices
BSE/BOM531812,SGN TELECOMS LTD. EOD Prices
BSE/BOM531813,GANGA PAPERS INDIA LTD. EOD Prices
BSE/BOM531814,TIRUPATI SARJAN LTD. EOD Prices
BSE/BOM531816,PANORAMIC UNIVERSAL LTD. EOD Prices
BSE/BOM531819,NUWAY ORGANIC NATURALS INDIA LTD. EOD Prices
BSE/BOM531820,Finalysis Credit & Guarantee Co.ltd. EOD Prices
BSE/BOM531821,MUNOTH FINANCIAL SERVICES LTD. EOD Prices
BSE/BOM531822,Rodium Realty Limited EOD Prices
BSE/BOM531823,ARVIND REMEDIES LTD. EOD Prices
BSE/BOM531825,RCC CEMENTS LTD. EOD Prices
BSE/BOM531826,Dee Kartavya Finance Ltd. EOD Prices
BSE/BOM531830,Todays Writing Instruments Ltd EOD Prices
BSE/BOM531831,UNISYS SOFTWARES & HOLDING INDUSTRIES LTD. EOD Prices
BSE/BOM531832,NAGARJUNA AGRI TECH LTD. EOD Prices
BSE/BOM531834,Natura Hue Chem Ltd. EOD Prices
BSE/BOM531838,Sms Techsoft (india) Limited EOD Prices
BSE/BOM531840,IEC EDUCATION LTD. EOD Prices
BSE/BOM531841,Indus Finance Ltd EOD Prices
BSE/BOM531842,LAHOTI OVERSEAS LTD.-$ EOD Prices
BSE/BOM531845,Zenith Steel Pipes & Industries Ltd-$ EOD Prices
BSE/BOM531846,TRINITY LEAGUE INDIA LTD. EOD Prices
BSE/BOM531847,ASIAN STAR CO.LTD.-$ EOD Prices
BSE/BOM531854,FUNWORLD & TOURISM DEVELOPMENT LTD. EOD Prices
BSE/BOM531855,PRABHAV INDUSTRIES LTD. EOD Prices
BSE/BOM531859,Oriental Rail Infrastructure Ltd EOD Prices
BSE/BOM531861,JOINDRE CAPITAL SERVICES LTD. EOD Prices
BSE/BOM531862,BHARAT AGRI FERT & REALTY LTD. EOD Prices
BSE/BOM531863,Sigrun Holdings Limited EOD Prices
BSE/BOM531865,Volant Textile Mills Ltd. EOD Prices
BSE/BOM531866,Aagam Capital Ltd. EOD Prices
BSE/BOM531867,UNITECH INTERNATIONAL LTD. EOD Prices
BSE/BOM531869,SACHETA METALS LTD. EOD Prices
BSE/BOM531870,POPULAR ESTATE MANAGEMENT LTD. EOD Prices
BSE/BOM531874,Venus Power Ventures (india) Ltd. EOD Prices
BSE/BOM531878,ANJANI FINANCE LTD. EOD Prices
BSE/BOM531879,PIONEER DISTILLERIES LTD. EOD Prices
BSE/BOM531881,GUJARAT METALLIC COAL & COKE LTD.-$ EOD Prices
BSE/BOM531882,Kwality Limited EOD Prices
BSE/BOM531885,SVA INDIA LTD. EOD Prices
BSE/BOM531886,Scope Industries (India) Limited EOD Prices
BSE/BOM531887,RAHUL MERCHANDISING LTD. EOD Prices
BSE/BOM531888,REXNORD ELECTRONICS & CONTROLS LTD. EOD Prices
BSE/BOM531889,INTEGRATED TECHNOLOGIES LTD. EOD Prices
BSE/BOM531892,KHANDWALA SECURITIES LTD. EOD Prices
BSE/BOM531893,SAWACA BUSINESS MACHINES LTD. EOD Prices
BSE/BOM531897,Accentia Technologies Ltd.-$ EOD Prices
BSE/BOM531898,SANGUINE MEDIA LTD. EOD Prices
BSE/BOM531900,CCL INTERNATIONAL LTD. EOD Prices
BSE/BOM531901,Sterling Webnet Ltd. EOD Prices
BSE/BOM531902,GALLOPS ENTERPRISE LTD. EOD Prices
BSE/BOM531904,GLOBUS CORPORATION LTD.-$ EOD Prices
BSE/BOM531909,Croissance Ltd EOD Prices
BSE/BOM531910,Toheal Pharmachem Ltd. EOD Prices
BSE/BOM531911,GALAXY AGRICO EXPORTS LTD. EOD Prices
BSE/BOM531913,GOPAL IRON & STEELS CO.(GUJARAT) LTD. EOD Prices
BSE/BOM531917,Twinstar Industries Limited EOD Prices
BSE/BOM531918,HINDUSTAN APPLIANCES LTD. EOD Prices
BSE/BOM531919,MUDIT FINLEASE LTD. EOD Prices
BSE/BOM531921,AGARWAL INDUSTRIAL CORPORATION LTD. EOD Prices
BSE/BOM531923,DHAMPURE SPECIALITY SUGARS LTD. EOD Prices
BSE/BOM531925,Shantanu Sheorey Aquakult Ltd. EOD Prices
BSE/BOM531928,GOLDEN CARPETS LTD. EOD Prices
BSE/BOM531929,INNOCORP LTD. EOD Prices
BSE/BOM531930,SARTHAK INDUSTRIES LTD. EOD Prices
BSE/BOM531931,SAI CAPITAL LTD. EOD Prices
BSE/BOM531934,SUPREME TEX MART LTD. EOD Prices
BSE/BOM531936,BLUE CHIP INDIA LTD. EOD Prices
BSE/BOM531937,BECKONS INDUSTRIES LTD. EOD Prices
BSE/BOM531939,Genus Commu-trade Ltd. EOD Prices
BSE/BOM531944,Servoteach Industries Ltd EOD Prices
BSE/BOM531945,SUNITEE CHEMICALS LTD. EOD Prices
BSE/BOM531946,CHADHA PAPERS LTD. EOD Prices
BSE/BOM531950,VERTEX SECURITIES LTD. EOD Prices
BSE/BOM531952,RIBA TEXTILES LTD. EOD Prices
BSE/BOM531959,Newtime Infrastructure Limited EOD Prices
BSE/BOM531960,Jindal Online.com Ltd. EOD Prices
BSE/BOM531962,SHREE METALLOYS LTD. EOD Prices
BSE/BOM531963,UNIVERSAL CREDIT & SECURITIES LTD. EOD Prices
BSE/BOM531968,IITL PROJECTS LIMITED EOD Prices
BSE/BOM531971,HARI GOVIND INTERNATIONAL LTD. EOD Prices
BSE/BOM531972,TRIDENT TOOLS LTD. EOD Prices
BSE/BOM531977,CHARTERED LOGISTICS LTD. EOD Prices
BSE/BOM531978,AMBIKA COTTON MILLS LTD. EOD Prices
BSE/BOM531979,HIND ALUMINIUM INDUSTRIES LTD.-$ EOD Prices
BSE/BOM531980,Senthil Infotek Ltd EOD Prices
BSE/BOM531982,SPECTRUM FOODS LTD. EOD Prices
BSE/BOM531989,DECCAN POLYPACKS LTD. EOD Prices
BSE/BOM531991,AMRAWORLD AGRICO LTD. EOD Prices
BSE/BOM531994,AUTO PINS (INDIA) LTD. EOD Prices
BSE/BOM531996,ODYSSEY CORPORATION LTD. EOD Prices
BSE/BOM532001,INDUCTO STEEL LTD. EOD Prices
BSE/BOM532005,SAM INDUSTRIES LTD. EOD Prices
BSE/BOM532007,SHREEVATSAA FINANCE & LEASING LTD. EOD Prices
BSE/BOM532011,POOJA ENTERTAINMENT AND FILMS LTD. EOD Prices
BSE/BOM532015,GRAVITY (INDIA) LTD.-$ EOD Prices
BSE/BOM532016,WELLESLEY CORPORATION LTD. EOD Prices
BSE/BOM532021,SENBO INDUSTRIES LTD. EOD Prices
BSE/BOM532022,FILATEX FASHIONS LTD. EOD Prices
BSE/BOM532024,R.B.GUPTA FINANCIALS LTD. EOD Prices
BSE/BOM532025,SOWBHAGYA MEDIA LTD. EOD Prices
BSE/BOM532029,Sindhu Trade Links Limited EOD Prices
BSE/BOM532033,JAIN STUDIOS LTD. EOD Prices
BSE/BOM532034,Safal Herbs Limited EOD Prices
BSE/BOM532035,UNISTAR MULTIMEDIA LTD. EOD Prices
BSE/BOM532038,EMMSONS INTERNATIONAL LTD.-$ EOD Prices
BSE/BOM532039,ZENOTECH LABORATORIES LTD. EOD Prices
BSE/BOM532041,HINDUSTAN BIO SCIENCES LTD. EOD Prices
BSE/BOM532042,FRONTLINE CORPORATION LTD. EOD Prices
BSE/BOM532045,Nexxoft Infotel Ltd. EOD Prices
BSE/BOM532051,Swelect Energy Systems Limited-$ EOD Prices
BSE/BOM532053,WALLFORT FINANCIAL SERVICES LTD. EOD Prices
BSE/BOM532054,KDDL LTD.-$ EOD Prices
BSE/BOM532055,Rashel Agrotech Ltd. EOD Prices
BSE/BOM532056,ADINATH EXIM RESOURCES LTD. EOD Prices
BSE/BOM532057,ABHINAV CAPITAL SERVICES LTD. EOD Prices
BSE/BOM532067,KILPEST INDIA LTD. EOD Prices
BSE/BOM532068,ARAMUSK INFRASTRUCTURE INVESTMENTS LTD. EOD Prices
BSE/BOM532070,SUPERB PAPERS LTD. EOD Prices
BSE/BOM532072,INTERWORLD DIGITAL LTD.-$ EOD Prices
BSE/BOM532078,Monind Ltd EOD Prices
BSE/BOM532081,KSS Limited-$ EOD Prices
BSE/BOM532083,SHRI KALYAN HOLDINGS LTD. EOD Prices
BSE/BOM532084,Fast Track Entertainment Ltd. EOD Prices
BSE/BOM532090,VANDANA KNITWEAR LTD. EOD Prices
BSE/BOM532092,Sagar Productions Limited EOD Prices
BSE/BOM532093,Venkat Pharma Ltd. EOD Prices
BSE/BOM532097,MUKAND ENGINEERS LTD. EOD Prices
BSE/BOM532100,INDO-CITY INFOTECH LTD.-$ EOD Prices
BSE/BOM532102,SBEC SUGAR LTD. EOD Prices
BSE/BOM532105,MEGA FIN (INDIA) LTD. EOD Prices
BSE/BOM532106,REI AGRO LTD. EOD Prices
BSE/BOM532113,BRIJLAXMI LEASING & FINANCE LTD. EOD Prices
BSE/BOM532114,ALCHEMIST REALTY LTD. EOD Prices
BSE/BOM532116,Xo Infotech Ltd. EOD Prices
BSE/BOM532121,DENA BANK EOD Prices
BSE/BOM532123,BSEL INFRASTRUCTURE REALTY LTD. EOD Prices
BSE/BOM532124,RELIABLE VENTURES INDIA LTD. EOD Prices
BSE/BOM532127,MOBILE TELECOMMUNICATIONS LTD. EOD Prices
BSE/BOM532129,HEXAWARE TECHNOLOGIES LTD. EOD Prices
BSE/BOM532133,IFGL REFRACTORIES LTD. EOD Prices
BSE/BOM532134,BANK OF BARODA EOD Prices
BSE/BOM532139,G-TECH INFO-TRAINING LTD. EOD Prices
BSE/BOM532140,Mohite Industries Ltd EOD Prices
BSE/BOM532141,ANDHRA CEMENTS LTD. EOD Prices
BSE/BOM532143,SKM EGG PRODUCTS EXPORT (INDIA) LTD. EOD Prices
BSE/BOM532144,Welspun Corp Limited EOD Prices
BSE/BOM532145,H.S.INDIA LTD. EOD Prices
BSE/BOM532149,BANK OF INDIA EOD Prices
BSE/BOM532150,INDRAPRASTHA MEDICAL CORP.LTD. EOD Prices
BSE/BOM532154,SUN AND SHINE WORLDWIDE LTD. EOD Prices
BSE/BOM532155,GAIL (INDIA) LTD. EOD Prices
BSE/BOM532156,Vaibhav Global Ltd EOD Prices
BSE/BOM532159,Trescon Ltd EOD Prices
BSE/BOM532160,Gujarat State Financial Corporation EOD Prices
BSE/BOM532162,JK PAPER LTD. EOD Prices
