code,name
BSE/BOM511505,CAPITAL TRUST LTD. EOD Prices
BSE/BOM511507,USHAKIRAN FINANCE LTD. EOD Prices
BSE/BOM511509,VIVO BIO TECH LTD. EOD Prices
BSE/BOM511523,Veerhealth Care Limited EOD Prices
BSE/BOM511525,PAN INDIA CORPORATION LTD. EOD Prices
BSE/BOM511533,SAHARA HOUSINGFINA CORPORATION LTD. EOD Prices
BSE/BOM511535,NDA SECURITIES LTD. EOD Prices
BSE/BOM511539,Supra Trends Limited EOD Prices
BSE/BOM511543,GSB FINANCE LTD. EOD Prices
BSE/BOM511549,MORARKA FINANCE LTD. EOD Prices
BSE/BOM511551,Monarch Networth Capital Ltd EOD Prices
BSE/BOM511557,PRO FIN CAPITAL SERVICES LTD. EOD Prices
BSE/BOM511559,TIMES GUARANTY LTD. EOD Prices
BSE/BOM511571,SOM DATT FINANCE CORPORATION LTD. EOD Prices
BSE/BOM511577,SAVANI FINANCIALS LTD. EOD Prices
BSE/BOM511585,REGENCY TRUST LTD. EOD Prices
BSE/BOM511589,Avonmore Capital & Management Services Limited EOD Prices
BSE/BOM511593,Libord Finance Ltd EOD Prices
BSE/BOM511597,PALSOFT INFOSYSTEMS LTD. EOD Prices
BSE/BOM511601,YASH MANAGEMENT & SATELLITE LTD. EOD Prices
BSE/BOM511605,ARIHANT CAPITAL MARKETS LTD. EOD Prices
BSE/BOM511607,BIRLA SHLOKA EDUTECH LTD. EOD Prices
BSE/BOM511609,ISL CONSULTING LTD. EOD Prices
BSE/BOM511611,DCM FINANCIAL SERVICES LTD. EOD Prices
BSE/BOM511618,JIK INDUSTRIES LTD. EOD Prices
BSE/BOM511626,RR FINANCIAL CONSULTANTS LTD. EOD Prices
BSE/BOM511628,IM+ Capitals Limited EOD Prices
BSE/BOM511630,SAMBHAAV MEDIA LTD. EOD Prices
BSE/BOM511634,DUGAR HOUSING DEVELOPMENTS LTD. EOD Prices
BSE/BOM511636,DJS STOCK & SHARES LTD. EOD Prices
BSE/BOM511638,MADHUR CAPITAL & FINANCE LTD. EOD Prices
BSE/BOM511640,SANGHI CORPORATE SERVICES LTD. EOD Prices
BSE/BOM511642,WISEC GLOBAL LTD. EOD Prices
BSE/BOM511652,GEMMIA OILTECH (INDIA) LTD. EOD Prices
BSE/BOM511654,SUGAL & DAMANI SHARE BROKERS LTD. EOD Prices
BSE/BOM511658,NETTLINX LTD. EOD Prices
BSE/BOM511660,Premium Capital Market & Investments Ltd. EOD Prices
BSE/BOM511664,BGIL FILMS & TECHNOLOGIES LTD. EOD Prices
BSE/BOM511668,Fact Enterprise Ltd. EOD Prices
BSE/BOM511672,Scan Steels Limited EOD Prices
BSE/BOM511676,GIC HOUSING FINANCE LTD. EOD Prices
BSE/BOM511682,IFL PROMOTERS LTD. EOD Prices
BSE/BOM511688,MATHEW EASOW RESEARCH SECURITIES LTD. EOD Prices
BSE/BOM511690,WARNER MULTIMEDIA LTD. EOD Prices
BSE/BOM511692,AJCON GLOBAL SERVICES LTD. EOD Prices
BSE/BOM511696,CHARTERED CAPITAL & INVESTMENT LTD. EOD Prices
BSE/BOM511698,BHAGYASHREE LEASING & FINANCE LTD. EOD Prices
BSE/BOM511700,STANDARD CAPITAL MARKETS LTD. EOD Prices
BSE/BOM511702,PARSHARTI INVESTMENT LTD. EOD Prices
BSE/BOM511706,ACTION FINANCIAL SERVICES (INDIA) LTD. EOD Prices
BSE/BOM511710,CUBICAL FINANCIAL SERVICES LTD. EOD Prices
BSE/BOM511712,RELIC TECHNOLOGIES LTD. EOD Prices
BSE/BOM511714,NIMBUS PROJECTS LTD. EOD Prices
BSE/BOM511716,ESCORTS FINANCE LTD. EOD Prices
BSE/BOM511720,CAPMAN FINANCIALS LTD. EOD Prices
BSE/BOM511724,BAID LEASING AND FINANCE CO.LTD. EOD Prices
BSE/BOM511726,VIPUL LTD. EOD Prices
BSE/BOM511728,K.Z.LEASING & FINANCE LTD. EOD Prices
BSE/BOM511730,TRC FINANCIAL SERVICES LTD. EOD Prices
BSE/BOM511734,PASUPATI FINCAP LTD. EOD Prices
BSE/BOM511736,USHDEV INTERNATIONAL LTD. EOD Prices
BSE/BOM511738,MEHTA SECURITIES LTD. EOD Prices
BSE/BOM511740,MEHTA HOUSING FINANCE LTD. EOD Prices
BSE/BOM511742,Ugro Capital Ltd EOD Prices
BSE/BOM511754,SHALIBHADRA FINANCE LTD. EOD Prices
BSE/BOM511756,ABIRAMI FINANCIAL SERVICES (INDIA) LTD. EOD Prices
BSE/BOM511758,MANSI FINANCE (CHENNAI) LTD. EOD Prices
BSE/BOM511760,Seven Hill Industries Limited EOD Prices
BSE/BOM511764,UPASANA FINANCE LTD. EOD Prices
BSE/BOM511766,MUTHOOT CAPITAL SERVICES LTD. EOD Prices
BSE/BOM511768,MASTER TRUST LTD. EOD Prices
BSE/BOM512004,NILKANTH ENGINEERING LTD. EOD Prices
BSE/BOM512008,AMANI TRADING & EXPORTS LTD. EOD Prices
BSE/BOM512011,TEA TIME LTD. EOD Prices
BSE/BOM512014,SOBHAGYA MERCHANTILE LTD. EOD Prices
BSE/BOM512017,Exdon Trading Co.ltd. EOD Prices
BSE/BOM512018,CNI RESEARCH LTD. EOD Prices
BSE/BOM512020,SARASWATI COMMERCIAL (INDIA) LTD. EOD Prices
BSE/BOM512022,WINRO COMMERCIAL (INDIA) LTD. EOD Prices
BSE/BOM512024,N.D.METAL INDUSTRIES LTD. EOD Prices
BSE/BOM512025,INERTIA STEEL LTD. EOD Prices
BSE/BOM512026,PH TRADING LTD. EOD Prices
BSE/BOM512036,Kapil Cotex Ltd. EOD Prices
BSE/BOM512038,AASWA TRADING & EXPORTS LTD. EOD Prices
BSE/BOM512047,Royal India Corporation Limited EOD Prices
BSE/BOM512048,Luharuka Media & Infra Ltd EOD Prices
BSE/BOM512060,VENTURA GUARANTY LTD. EOD Prices
BSE/BOM512062,SANMITRA COMMERCIAL LTD. EOD Prices
BSE/BOM512063,AYOKI MERCANTILE LTD. EOD Prices
BSE/BOM512064,Vishvprabha Ventures Ltd EOD Prices
BSE/BOM512065,MRUGESH TRADING LTD. EOD Prices
BSE/BOM512067,Vishvjyoti Trading Ltd. EOD Prices
BSE/BOM512068,DECCAN GOLD MINES LTD. EOD Prices
BSE/BOM512070,UPL Limited EOD Prices
BSE/BOM512075,Suchak Trading Ltd. EOD Prices
BSE/BOM512091,ANSHUNI COMMERCIALS LTD. EOD Prices
BSE/BOM512093,CRANES SOFTWARE INTERNATIONAL LTD. EOD Prices
BSE/BOM512097,Saianand Commercial Limited EOD Prices
BSE/BOM512099,PUNIT COMMERCIALS LTD. EOD Prices
BSE/BOM512101,TRIOCHEM PRODUCTS LTD. EOD Prices
BSE/BOM512103,NIDHI GRANITES LTD. EOD Prices
BSE/BOM512105,Proaim Enterprises Ltd EOD Prices
BSE/BOM512109,AVIVA INDUSTRIES LTD. EOD Prices
BSE/BOM512113,Kelvin Fincap Ltd EOD Prices
BSE/BOM512117,TWIN ROSES TRADES & AGENCIES LTD. EOD Prices
BSE/BOM512121,Delma Infrastructure Limited EOD Prices
BSE/BOM512129,Jayant Mercantile Co.ltd. EOD Prices
BSE/BOM512131,Signet Industries Limited EOD Prices
BSE/BOM512135,ENSA STEEL INDUSTRIES LTD. EOD Prices
BSE/BOM512149,AVANCE TECHNOLOGIES LTD. EOD Prices
BSE/BOM512153,SPECULAR MARKETING & FINANCING LTD. EOD Prices
BSE/BOM512157,Terraform Realstate Limited EOD Prices
BSE/BOM512161,Securekloud Technologies Ltd EOD Prices
BSE/BOM512163,EXTOL COMMERCIAL LTD. EOD Prices
BSE/BOM512165,Abans Enterprises Ltd EOD Prices
BSE/BOM512167,MATRA REALTY LTD. EOD Prices
BSE/BOM512169,CAPRICORN SYSTEMS GLOBAL SOLUTIONS LTD. EOD Prices
BSE/BOM512175,VAMA INDUSTRIES LTD. EOD Prices
BSE/BOM512179,SUNTECK REALTY LTD. EOD Prices
BSE/BOM512191,Mishka Finance And Trading Ltd. EOD Prices
BSE/BOM512195,BENTLEY COMMERCIAL ENTERPRISES LTD. EOD Prices
BSE/BOM512197,SILVER OAK COMMERCIAL LTD. EOD Prices
BSE/BOM512199,CORE Education & Technologies Ltd EOD Prices
BSE/BOM512207,Effingo Textile & Trading Limited EOD Prices
BSE/BOM512213,CLASSIC ELECTRICALS LTD. EOD Prices
BSE/BOM512215,Stephanotis Finance Ltd EOD Prices
BSE/BOM512217,Prism Medico And Pharmacy Ltd. EOD Prices
BSE/BOM512219,FINAVENTURE CAPITAL LTD. EOD Prices
BSE/BOM512221,SPV Global Trading Ltd EOD Prices
BSE/BOM512229,VERITAS (INDIA) LTD. EOD Prices
BSE/BOM512233,JAYBHARAT TEXTILES & REAL ESTATE LTD. EOD Prices
BSE/BOM512237,JAI CORP LTD. EOD Prices
BSE/BOM512245,NIVI TRADING LTD. EOD Prices
BSE/BOM512247,ASHIRWAD CAPITAL LTD. EOD Prices
BSE/BOM512253,MEUSE KARA & SUNGRACE MAFATLAL LTD. EOD Prices
BSE/BOM512257,Swasti Vinayaka Art And Heritage Corporation Ltd EOD Prices
BSE/BOM512261,BAJAJ GLOBAL LTD. EOD Prices
BSE/BOM512267,MEDIA MATRIX WORLDWIDE LTD. EOD Prices
BSE/BOM512271,TASHI INDIA LTD. EOD Prices
BSE/BOM512273,ARONI COMMERCIALS LTD.-$ EOD Prices
BSE/BOM512277,AUTORIDERS INTERNATIONAL LTD. EOD Prices
BSE/BOM512279,N2N Technologies Limited EOD Prices
BSE/BOM512285,Yuvraj International Ltd. EOD Prices
BSE/BOM512289,SHIRPUR GOLD REFINERY LTD. EOD Prices
BSE/BOM512291,SPEEDAGE COMMERCIALS LTD. EOD Prices
BSE/BOM512296,BHAGYANAGAR INDIA LTD. EOD Prices
BSE/BOM512297,Shantai Industries Ltd EOD Prices
BSE/BOM512299,STERLING BIOTECH LTD. EOD Prices
BSE/BOM512301,CHAMBAL BREWERIES & DISTILLERIES LTD. EOD Prices
BSE/BOM512303,MANSOON TRADING CO.LTD. EOD Prices
BSE/BOM512307,TYPHOON HOLDINGS LTD. EOD Prices
BSE/BOM512309,ROSEKAMAL TEXTILES LTD. EOD Prices
BSE/BOM512311,Surabhi Chemicals & Investments Ltd. EOD Prices
BSE/BOM512313,BIJLEE TEXTILES LTD. EOD Prices
BSE/BOM512319,Rajlaxmi Industries Ltd. EOD Prices
BSE/BOM512329,Kintech Renewables Ltd EOD Prices
BSE/BOM512332,BIRLA CAPITAL & FINANCIAL SERVICES LTD. EOD Prices
BSE/BOM512337,MAHASHREE TRADING LTD. EOD Prices
BSE/BOM512341,CES Limited EOD Prices
BSE/BOM512344,ARAVALI SECURITIES & FINANCE LTD. EOD Prices
BSE/BOM512345,Yash Trading & Finance Ltd. EOD Prices
BSE/BOM512355,Anukaran Commercial Enterprises Ltd. EOD Prices
BSE/BOM512359,Sword-Edge Commercials Limited EOD Prices
BSE/BOM512361,Cupid Trades & Finance Ltd. EOD Prices
BSE/BOM512367,SHERATON PROPERTIES & FINANCE LTD. EOD Prices
BSE/BOM512369,ENNORE COKE LTD. EOD Prices
BSE/BOM512375,INNOVENTIVE VENTURE LTD. EOD Prices
BSE/BOM512377,MAGNANIMOUS TRADE & FINANCE LTD. EOD Prices
BSE/BOM512379,CRESSANDA SOLUTIONS LTD. EOD Prices
BSE/BOM512381,Starteck Finance Ltd EOD Prices
BSE/BOM512393,SHARDUL SECURITIES LTD. EOD Prices
BSE/BOM512397,Ratan Glitter Industries Ltd. EOD Prices
BSE/BOM512399,KAPASHI COMMERCIALS LTD. EOD Prices
BSE/BOM512404,BENGAL STEEL INDUSTRIES LTD. EOD Prices
BSE/BOM512405,I-POWER SOLUTIONS INDIA LTD. EOD Prices
BSE/BOM512408,UNIWORTH SECURITIES LTD. EOD Prices
BSE/BOM512409,Rajsanket Realty Limited EOD Prices
BSE/BOM512413,Spectacle Ventures Ltd EOD Prices
BSE/BOM512415,MERCURY TRADE LINKS LTD. EOD Prices
BSE/BOM512417,TRINITY TRADELINK LIMITED EOD Prices
BSE/BOM512425,NIRAV COMMERCIALS LTD. EOD Prices
BSE/BOM512433,ASUTOSH ENTERPRISES LTD. EOD Prices
BSE/BOM512437,APOLLO FINVEST (INDIA) LTD. EOD Prices
BSE/BOM512439,ESQUIRE MONEY GUARANTEES LTD. EOD Prices
BSE/BOM512441,ENBEE TRADE & FINANCE LTD. EOD Prices
BSE/BOM512443,Ganon Products Ltd EOD Prices
BSE/BOM512445,DEVINSU TRADING LTD. EOD Prices
BSE/BOM512449,Svc Resources Limited EOD Prices
BSE/BOM512453,SHRI JAGDAMBA POLYMERS LTD. EOD Prices
BSE/BOM512455,LLOYDS METALS AND ENERGY LTD. EOD Prices
BSE/BOM512461,PUNCTUAL TRADING LTD. EOD Prices
BSE/BOM512463,SHREE GLOBAL TRADEFIN LTD. EOD Prices
BSE/BOM512465,SANTOWIN CORPORATION LTD. EOD Prices
BSE/BOM512477,BETEX INDIA LTD. EOD Prices
BSE/BOM512479,GAYATRI TISSUE & PAPERS LTD. EOD Prices
BSE/BOM512481,POLYTEX INDIA LTD. EOD Prices
BSE/BOM512485,DHANLAXMI COTEX LTD. EOD Prices
BSE/BOM512487,Remi Elektrotechnik Limited EOD Prices
BSE/BOM512489,OASIS SECURITIES LTD. EOD Prices
BSE/BOM512493,GARNET INTERNATIONAL LTD. EOD Prices
BSE/BOM512499,SHALIMAR PRODUCTIONS LTD. EOD Prices
BSE/BOM512505,MEENAKSHI STEEL INDUSTRIES LTD. EOD Prices
BSE/BOM512511,VARUN MERCANTILE LTD. EOD Prices
BSE/BOM512519,DONEAR INDUSTRIES LTD.-$ EOD Prices
BSE/BOM512522,NEPTUNE EXPORTS LTD. EOD Prices
BSE/BOM512527,SUPER SALES INDIA LTD.-$ EOD Prices
BSE/BOM512529,SEQUENT SCIENTIFIC LTD. EOD Prices
BSE/BOM512531,STATE TRADING CORPORATION OF INDIA LTD. EOD Prices
BSE/BOM512535,ASAHI INFRASTRUCTURE & PROJECTS LTD. EOD Prices
BSE/BOM512553,ZENITH EXPORTS LTD. EOD Prices
BSE/BOM512559,KOHINOOR FOODS LTD. EOD Prices
BSE/BOM512565,R.T.EXPORTS LTD.-$ EOD Prices
BSE/BOM512573,AVANTI FEEDS LTD.-$ EOD Prices
BSE/BOM512579,GUJARAT NRE COKE LTD. EOD Prices
BSE/BOM512585,Karma Industries Ltd. EOD Prices
BSE/BOM512587,ZODIAC-JRD-MKJ LTD. EOD Prices
BSE/BOM512589,SITA ENTERPRISES LTD. EOD Prices
BSE/BOM512591,PULSAR INTERNATIONAL LTD. EOD Prices
BSE/BOM512595,UNIMODE OVERSEAS LTD. EOD Prices
BSE/BOM512597,Keynote Financial Services Ltd EOD Prices
BSE/BOM512599,ADANI ENTERPRISES LTD. EOD Prices
BSE/BOM512600,MACRO (INTERNATIONAL) EXPORTS LTD. EOD Prices
BSE/BOM512604,HARIA EXPORTS LTD.-$ EOD Prices
BSE/BOM512608,BHANDARI HOSIERY EXPORTS LTD. EOD Prices
BSE/BOM512618,RLF LTD. EOD Prices
BSE/BOM512624,Regent Enterprises Ltd EOD Prices
BSE/BOM512626,ORBIT EXPORTS LTD. EOD Prices
BSE/BOM512634,SAVERA INDUSTRIES LTD. EOD Prices
BSE/BOM513005,VBC FERRO ALLOYS LTD.-$ EOD Prices
BSE/BOM513010,Tata Steel Long Products Ltd EOD Prices
BSE/BOM513012,JEET MACHINE TOOLS LTD. EOD Prices
BSE/BOM513023,NAVA BHARAT VENTURES LTD. EOD Prices
BSE/BOM513039,HINDUSTHAN UDYOG LTD. EOD Prices
BSE/BOM513043,Remi Edelstahl Tubulars Limited EOD Prices
BSE/BOM513059,G.S.AUTO INTERNATIONAL LTD. EOD Prices
BSE/BOM513063,TRANS-FREIGHT CONTAINERS LTD. EOD Prices
BSE/BOM513097,SHIVALIK BIMETAL CONTROLS LTD. EOD Prices
BSE/BOM513108,GANDHI SPECIAL TUBES LTD.-$ EOD Prices
BSE/BOM513117,AMFORGE INDUSTRIES LTD. EOD Prices
BSE/BOM513119,ABC GAS (INTERNATIONAL) LTD. EOD Prices
BSE/BOM513121,ORICON ENTERPRISES LTD.-$ EOD Prices
BSE/BOM513142,BALASORE ALLOYS LTD. EOD Prices
BSE/BOM513149,ACROW INDIA LTD. EOD Prices
BSE/BOM513151,STI INDIA LTD. EOD Prices
BSE/BOM513153,Techtrek India Ltd. EOD Prices
BSE/BOM513173,STEEL STRIPS INFRASTRUCTURES LTD. EOD Prices
BSE/BOM513179,NATIONAL STEEL & AGRO INDUSTRIES LTD. EOD Prices
BSE/BOM513216,UTTAM GALVA STEELS LTD. EOD Prices
BSE/BOM513228,PENNAR INDUSTRIES LTD.-$ EOD Prices
BSE/BOM513250,JYOTI STRUCTURES LTD. EOD Prices
BSE/BOM513252,JAY USHIN LTD. EOD Prices
BSE/BOM513262,STEEL STRIPS WHEELS LTD.-$ EOD Prices
BSE/BOM513265,MUKESH STEELS LTD. EOD Prices
BSE/BOM513269,MAN INDUSTRIES (INDIA) LTD.-$ EOD Prices
BSE/BOM513291,PREMIER PIPES LTD. EOD Prices
BSE/BOM513295,Imec Services Ltd EOD Prices
BSE/BOM513303,MODERN STEELS LTD.-$ EOD Prices
BSE/BOM513305,Moryo Industries Ltd. EOD Prices
BSE/BOM513307,SYNTHIKO FOILS LTD. EOD Prices
BSE/BOM513309,Golkonda Aluminium Extrusions Ltd-$ EOD Prices
BSE/BOM513333,BHUWALKA STEEL INDUSTRIES LTD.-$ EOD Prices
BSE/BOM513335,Metalyst Forgings Limited EOD Prices
BSE/BOM513337,GUJARAT TOOLROOM LTD. EOD Prices
BSE/BOM513343,GRAND FOUNDRY LTD. EOD Prices
BSE/BOM513349,AJMERA REALTY & INFRA INDIA LTD. EOD Prices
BSE/BOM513353,COCHIN MINERALS & RUTILE LTD.-$ EOD Prices
BSE/BOM513359,Parab Infra Ltd EOD Prices
BSE/BOM513361,INDIA STEEL WORKS LTD. EOD Prices
BSE/BOM513369,RAJKUMAR FORGE LTD. EOD Prices
BSE/BOM513375,CARBORUNDUM UNIVERSAL LTD. EOD Prices
BSE/BOM513377,MMTC LTD. EOD Prices
BSE/BOM513397,VALLABH STEELS LTD.-$ EOD Prices
BSE/BOM513401,ASHIANA ISPAT LTD. EOD Prices
BSE/BOM513403,P.M.TELELINNKS LTD. EOD Prices
BSE/BOM513405,PENNAR ALUMINIUM CO.LTD. EOD Prices
BSE/BOM513414,Splendid Metal Products Ltd EOD Prices
BSE/BOM513418,Smiths & Founders (India) Limited EOD Prices
BSE/BOM513422,BLOOM INDUSTRIES LTD. EOD Prices
BSE/BOM513428,TRINETRA CEMENT LTD. EOD Prices
BSE/BOM513430,Maitri Enterprises Ltd EOD Prices
BSE/BOM513434,TATA METALIKS LTD. EOD Prices
BSE/BOM513436,SHAH ALLOYS LTD. EOD Prices
BSE/BOM513446,JSW Ispat Special Products Ltd EOD Prices
BSE/BOM513452,ELANGO INDUSTRIES LTD. EOD Prices
BSE/BOM513456,KANISHK STEEL INDUSTRIES LTD. EOD Prices
BSE/BOM513460,MAHALAXMI SEAMLESS LTD.-$ EOD Prices
BSE/BOM513472,SIMPLEX CASTINGS LTD. EOD Prices
BSE/BOM513488,SHREE STEEL WIRE ROPES LTD. EOD Prices
BSE/BOM513496,MEWAT ZINC LTD. EOD Prices
BSE/BOM513498,SOUTHERN MAGNESIUM & CHEMICALS LTD. EOD Prices
BSE/BOM513502,BARODA EXTRUSION LTD. EOD Prices
BSE/BOM513507,GUJARAT CONTAINERS LTD. EOD Prices
BSE/BOM513509,KALYANI FORGE LTD. EOD Prices
BSE/BOM513511,PANCHMAHAL STEEL LTD. EOD Prices
BSE/BOM513513,ADITYA ISPAT LTD. EOD Prices
BSE/BOM513515,S.R.INDUSTRIES LTD. EOD Prices
BSE/BOM513517,STEELCAST LTD. EOD Prices
BSE/BOM513519,Pitti Engineering Ltd-$ EOD Prices
BSE/BOM513528,GLITTEK GRANITES LTD. EOD Prices
BSE/BOM513530,Stelco Strips Ltd. EOD Prices
BSE/BOM513532,PRADEEP METALS LTD. EOD Prices
BSE/BOM513534,VARDHMAN INDUSTRIES LTD.-$ EOD Prices
BSE/BOM513536,Gujarat Natural Resources Limited EOD Prices
BSE/BOM513540,TAMILNADU STEEL TUBES LTD. EOD Prices
BSE/BOM513544,MARDIA SAMYOUNG CAPILLARY TUBES COMPANY LTD. EOD Prices
BSE/BOM513548,SHARDA ISPAT LTD. EOD Prices
BSE/BOM513554,MAHAMAYA STEEL INDUSTRIES LTD. EOD Prices
BSE/BOM513558,REAL STRIPS LTD.-$ EOD Prices
BSE/BOM513566,NOVA IRON & STEEL LTD. EOD Prices
BSE/BOM513575,Sterling Powergensys Limited EOD Prices
BSE/BOM513579,FOUNDRY FUEL PRODUCTS LTD. EOD Prices
BSE/BOM513583,SB & T INTERNATIONAL LTD. EOD Prices
BSE/BOM513597,SURANA INDUSTRIES LTD. EOD Prices
BSE/BOM513599,HINDUSTAN COPPER LTD. EOD Prices
BSE/BOM513605,Srikalahasthi Pipes Limited EOD Prices
BSE/BOM513611,PITHAMPUR STEELS LTD. EOD Prices
BSE/BOM513613,Presha Metallurgical Ltd. EOD Prices
BSE/BOM513627,Krishna Ferro Products Ltd. EOD Prices
BSE/BOM513629,TULSYAN NEC LTD.-$ EOD Prices
BSE/BOM513630,Rajesh Malleables Ltd. EOD Prices
BSE/BOM513642,AXEL POLYMERS LTD. EOD Prices
BSE/BOM513648,MARG PROJECTS AND INFRASTRUCTURE LTD. EOD Prices
BSE/BOM513683,NLC India Ltd EOD Prices
BSE/BOM513687,SPECTRA INDUSTRIES LTD. EOD Prices
BSE/BOM513691,JMT AUTO LTD. EOD Prices
BSE/BOM513693,KIC METALIKS LTD. EOD Prices
BSE/BOM513699,SOLID STONE COMPANY LTD. EOD Prices
BSE/BOM513703,KUMAR WIRE CLOTH MANUFACTURING COMPANY LTD. EOD Prices
BSE/BOM513709,SHILP GRAVURES LTD.-$ EOD Prices
BSE/BOM513713,White Organic Agro Ltd EOD Prices
BSE/BOM513721,MFS INTERCORP LTD. EOD Prices
BSE/BOM513723,HIMALAYA GRANITES LTD.-$ EOD Prices
BSE/BOM513727,RANJEEV ALLOYS LTD. EOD Prices
BSE/BOM513729,ARO GRANITE INDUSTRIES LTD.-$ EOD Prices
BSE/BOM514010,HIMACHAL FIBRES LTD. EOD Prices
BSE/BOM514028,RAJKAMAL SYNTHETICS LTD. EOD Prices
BSE/BOM514030,DEEPAK SPINNERS LTD.-$ EOD Prices
BSE/BOM514034,JBF INDUSTRIES LTD. EOD Prices
BSE/BOM514036,LOYAL TEXTILE MILLS LTD.-$ EOD Prices
BSE/BOM514043,HIMATSINGKA SEIDE LTD. EOD Prices
BSE/BOM514045,BSL LTD. EOD Prices
BSE/BOM514060,Evergreen Textiles Limited EOD Prices
BSE/BOM514087,PBM POLYTEX LTD.-$ EOD Prices
BSE/BOM514113,ADINATH TEXTILES LTD. EOD Prices
BSE/BOM514116,GUPTA SYNTHETICS LTD. EOD Prices
BSE/BOM514118,ESKAY K'N'IT (INDIA) LTD. EOD Prices
BSE/BOM514128,KONARK SYNTHETIC LTD. EOD Prices
BSE/BOM514138,SURYALATA SPINNING MILLS LTD.-$ EOD Prices
BSE/BOM514140,SURYAVANSHI SPINNING MILLS LTD.-$ EOD Prices
BSE/BOM514142,T T LTD.-$ EOD Prices
BSE/BOM514144,UNIWORTH LTD. EOD Prices
BSE/BOM514162,WELSPUN INDIA LTD. EOD Prices
BSE/BOM514165,INDIAN ACRYLICS LTD. EOD Prices
BSE/BOM514167,GANESHA ECOSPHERE LTD. EOD Prices
BSE/BOM514171,CEETA INDUSTRIES LTD. EOD Prices
BSE/BOM514175,VARDHMAN POLYTEX LTD. EOD Prices
BSE/BOM514177,RISHAB SPECIAL YARNS LTD. EOD Prices
BSE/BOM514183,BLACK ROSE INDUSTRIES LTD. EOD Prices
BSE/BOM514197,S&T CORPORATION LTD. EOD Prices
BSE/BOM514199,BALA TECHNO INDUSTRIES LTD. EOD Prices
BSE/BOM514211,SUMEET INDUSTRIES LTD.-$ EOD Prices
BSE/BOM514215,BINNY LTD. EOD Prices
BSE/BOM514221,K-Lifestyle & Industries Limited EOD Prices
BSE/BOM514223,RAMGOPAL POLYTEX LTD. EOD Prices
BSE/BOM514234,SANGAM (INDIA) LTD. EOD Prices
BSE/BOM514236,TTL Enterprises Ltd EOD Prices
BSE/BOM514238,IKAB SECURITIES & INVESTMENT LTD. EOD Prices
BSE/BOM514240,Kush Industries Ltd EOD Prices
BSE/BOM514248,SREECHEM RESINS LTD. EOD Prices
BSE/BOM514264,SEASONS TEXTILES LTD.-$ EOD Prices
BSE/BOM514266,ZENITH FIBRES LTD.-$ EOD Prices
BSE/BOM514272,BHILWARA SPINNERS LTD. EOD Prices
BSE/BOM514274,AARVEE DENIMS & EXPORTS LTD. EOD Prices
BSE/BOM514280,Sanrhea Technical Textiles Ltd. EOD Prices
BSE/BOM514286,ASHIMA LTD. EOD Prices
BSE/BOM514296,Haryana Texprints (Overseas) Limited EOD Prices
BSE/BOM514300,PIONEER EMBROIDERIES LTD.-$ EOD Prices
BSE/BOM514302,VIPPY SPINPRO LTD. EOD Prices
BSE/BOM514304,S.kumars Nationwide Ltd. EOD Prices
BSE/BOM514308,Hanjer Fibres Ltd. EOD Prices
BSE/BOM514312,JAIHIND SYNTHETICS LTD. EOD Prices
BSE/BOM514316,RAGHUVIR SYNTHETICS LTD. EOD Prices
BSE/BOM514318,JATTASHANKAR INDUSTIES LTD. EOD Prices
BSE/BOM514322,KAMADGIRI FASHION LTD.-$ EOD Prices
BSE/BOM514324,OMNITEX INDUSTRIES (INDIA) LTD. EOD Prices
BSE/BOM514326,PATSPIN INDIA LTD. EOD Prices
BSE/BOM514330,One Global Service Provider Ltd EOD Prices
BSE/BOM514332,NEO INFRACON LTD. EOD Prices
BSE/BOM514336,Genesis Ibrc India Ltd EOD Prices
BSE/BOM514348,WINSOME YARNS LTD. EOD Prices
BSE/BOM514354,PREMIER POLYFILM LTD. EOD Prices
BSE/BOM514358,EVERLON SYNTHETICS LTD. EOD Prices
BSE/BOM514360,Gupta Carpets International Ltd. EOD Prices
BSE/BOM514366,CITIZEN YARNS LTD. EOD Prices
BSE/BOM514378,YARN SYNDICATE LTD. EOD Prices
BSE/BOM514386,GUJARAT COTEX LTD. EOD Prices
BSE/BOM514394,Atlas Jewellery India Limited EOD Prices
BSE/BOM514400,GARWARE SYNTHETICS LTD. EOD Prices
BSE/BOM514402,SHARAD FIBRES & YARN PROCESSORS LTD. EOD Prices
BSE/BOM514412,SARUP INDUSTRIES LTD.-$ EOD Prices
BSE/BOM514414,OXFORD INDUSTRIES LTD. EOD Prices
BSE/BOM514418,Mangalam Organics Limited EOD Prices
BSE/BOM514428,HINDUSTAN ADHESIVES LTD. EOD Prices
BSE/BOM514440,Blue Pearl Texspin Limited EOD Prices
BSE/BOM514442,SRI KPR INDUSTRIES LTD. EOD Prices
BSE/BOM514446,Ls Industries Ltd. EOD Prices
BSE/BOM514448,JYOTI RESINS & ADHESIVES LTD. EOD Prices
BSE/BOM514450,Mahalaxmi Rubtech Ltd. EOD Prices
BSE/BOM514454,SOUTHERN LATEX LTD. EOD Prices
BSE/BOM514460,OSWAL YARNS LTD. EOD Prices
BSE/BOM514470,WINSOME TEXTILE INDUSTRIES LTD.-$ EOD Prices
BSE/BOM514474,FAIR DEAL FILAMENTS LTD.-$ EOD Prices
BSE/BOM514482,Asahi Industries Limited EOD Prices
BSE/BOM514484,THAMBBI MODERN SPINNING MILLS LTD. EOD Prices
